,congress,chamber,committee,committee_short,year,date,title,hearing_id,type,last_name,matched_speaker,utterance,text,witness,witness_affiliation,witness_opensectrets_industry,witness_opensectrets_sector,witness_category,witness_subcategory,witness_state_research,witness_contrarian_organisation,witness_contrarian,witness_denialist,MoC_bioguide_id,MoC_govtrack_id,MoC_id,MoC_name,MoC_maj_min,MoC_rank_within_party,MoC_party_code,MoC_date_of_assignment,MoC_date_of_termination,MoC_senior_party_member,MoC_committee_seniority,MoC_committee_period_of_service,MoC_committee_status_at_end_of_this_congress,MoC_committee_continuity_of_assignment_in_next_congress,MoC_appointment_citation,MoC_state_icpsr,MoC_cd_code,MoC_stab,MoC_notes,MoC_Party,MoC_CID,MoC_last_name,MoC_first_name,MoC_birthday,MoC_gender,word_count,id,DataRow Workflow Info_taskId,batch,C0,L1dummy_1,L1dummy_2,L1dummy_3,L1dummy_4,L1dummy_5,L2dummy_1_1,L2dummy_1_2,L2dummy_1_3,L2dummy_1_4,L2dummy_1_5,L2dummy_1_6,L2dummy_1_7,L2dummy_1_8,L2dummy_2_1,L2dummy_2_2,L2dummy_2_3,L2dummy_2_4,L2dummy_2_5,L2dummy_3_1,L2dummy_3_2,L2dummy_3_3,L2dummy_3_4,L2dummy_3_5,L2dummy_3_6,L2dummy_3_7,L2dummy_3_8,L2dummy_4_1,L2dummy_4_2,L2dummy_4_3,L2dummy_4_4,L2dummy_4_5,L2dummy_4_6,L2dummy_4_7,L2dummy_5_1,L2dummy_5_2,L2dummy_5_3,L3dummy_1_1_1,L3dummy_1_1_2,L3dummy_1_1_3,L3dummy_1_1_4,L3dummy_2_1_1,L3dummy_2_1_2,L3dummy_2_1_3,L3dummy_2_1_4,L3dummy_2_1_5,L3dummy_2_1_6,L3dummy_2_3_1,L3dummy_2_3_2,L3dummy_2_3_3,L3dummy_2_3_4,L3dummy_2_3_5,L3dummy_2_3_6,L3dummy_3_2_1,L3dummy_3_2_2,L3dummy_3_2_3,L3dummy_3_3_1,L3dummy_4_1_1,L3dummy_4_1_2,L3dummy_4_1_3,L3dummy_4_1_4,L3dummy_4_1_5,L3dummy_4_2_1,L3dummy_4_2_2,L3dummy_4_2_3,L3dummy_4_2_4,L3dummy_4_2_5,L3dummy_4_2_6,L3dummy_4_3_1,L3dummy_4_3_2,L3dummy_4_3_3,L3dummy_4_3_4,L3dummy_4_3_5,L3dummy_4_4_1,L3dummy_4_4_2,L3dummy_4_4_3,L3dummy_4_4_4,L3dummy_4_5_1,L3dummy_4_5_2,L3dummy_4_6_1,L3dummy_4_6_2,L3dummy_4_6_3,L3dummy_4_7_1,L3dummy_4_7_2,L3dummy_5_1_1,L3dummy_5_1_2,L3dummy_5_1_3,L3dummy_5_1_4,L3dummy_5_2_1,L3dummy_5_2_2,L3dummy_5_2_3,L3dummy_5_2_4,L3dummy_5_2_5,L3dummy_5_3_1,L3dummy_5_3_2,L4dummy_4_1_1_1,L4dummy_4_1_1_2,L4dummy_4_1_1_3,L4dummy_4_3_4_1,L4dummy_4_3_4_2,L4dummy_4_3_4_3,L4dummy_4_5_1_1,L4dummy_4_5_1_2,L4dummy_4_5_2_1,L4dummy_4_5_2_2
97,109,HOUSE,Committee on Energy and Commerce,Energy and Commerce,2005,2005-05-26,The Administration's Clear Skies Initiative,109hhrg99909,witness,Holmstead,mr. holmstead.,514,"The other point that I think is really important is what improved air quality is not necessarily deadlines. As you well know, a number of areas, your own district has failed to meet many deadlines and what we have tried to do is focus on those things to get real emission reductions and that is why we are so focused not on, you know, an artificial deadline but actually putting in place the things that get pollution reductions and by in large it has not been the planning process, it has been specific requirements, things like the non-road rule, the 2007 highway diesel rule, the CAIR2 program and all of those things coupled with the additional local reductions that will need to be achieved. And we could--I would be happy to talk with your staff or to explain but the idea here is to get most areas into attainment by their deadlines. Because one of the things that people have complained about as being unfair is even if they do everything they can locally, they may not be able to come into attainment----","Holmstead, Hon. Jeffrey R., Assistant Administrator for Air and Radiation, Environmental Protection Agency",Environmental Protection Agency,Civil Servants/Public Officials,Other,Government Officials,Government Officials,0.0,,Contrarian,Other contrarian,,,,,,,,,,,,,,,,,,,,,,,,,,183,4710,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,109,HOUSE,Committee on Energy and Commerce,Energy and Commerce,2005,2005-05-26,The Administration's Clear Skies Initiative,109hhrg99909,witness,Holmstead,mr. holmstead.,516,Just like they were for California in 1990 when people realized----,"Holmstead, Hon. Jeffrey R., Assistant Administrator for Air and Radiation, Environmental Protection Agency",Environmental Protection Agency,Civil Servants/Public Officials,Other,Government Officials,Government Officials,0.0,,Contrarian,Other contrarian,,,,,,,,,,,,,,,,,,,,,,,,,,11,4712,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,109,HOUSE,Committee on Energy and Commerce,Energy and Commerce,2005,2005-05-26,The Administration's Clear Skies Initiative,109hhrg99909,witness,Holmstead,mr. holmstead.,536,We are going to be using the same models to analyze sort of the range of bills.,"Holmstead, Hon. Jeffrey R., Assistant Administrator for Air and Radiation, Environmental Protection Agency",Environmental Protection Agency,Civil Servants/Public Officials,Other,Government Officials,Government Officials,0.0,,Contrarian,Other contrarian,,,,,,,,,,,,,,,,,,,,,,,,,,17,4732,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,109,HOUSE,Committee on Energy and Commerce,Energy and Commerce,2005,2005-05-26,The Administration's Clear Skies Initiative,109hhrg99909,witness,Holmstead,mr. holmstead.,563,"Yes, thank you for giving me the chance to do that. In order to model these proposals, we use a number of different of models sequentially. And I will not go into all the acronyms, but the bottom line is we will allow an apples to apples comparison of all the proposals and so we have worked with our technical people and that is what is contained in Mr. Johnson's letter, something that we can give to this body, that we can give to the Senate, and so people with a great deal of confidence can look at the full range of proposals on an apples to apples basis.","Holmstead, Hon. Jeffrey R., Assistant Administrator for Air and Radiation, Environmental Protection Agency",Environmental Protection Agency,Civil Servants/Public Officials,Other,Government Officials,Government Officials,0.0,,Contrarian,Other contrarian,,,,,,,,,,,,,,,,,,,,,,,,,,109,4759,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,109,HOUSE,Committee on Energy and Commerce,Energy and Commerce,2005,2005-05-26,The Administration's Clear Skies Initiative,109hhrg99909,witness,Holmstead,mr. holmstead.,653,"One of the great things we have learned about the Cap and Trade Program is--and this is just one example. Years ago when all the arguments were about what technology you put on a certain plant, there would be endless debate about whether this scrubber can get 70 percent reduction or 72 percent reduction or 78 percent reduction. All of a sudden when you have a Cap and Trade Program that creates an economic incentive, we have scrubbers that are getting 95 percent reduction because there is an economic incentive for the plants and the engineers to find the most cost effective way to maximize things.","Holmstead, Hon. Jeffrey R., Assistant Administrator for Air and Radiation, Environmental Protection Agency",Environmental Protection Agency,Civil Servants/Public Officials,Other,Government Officials,Government Officials,0.0,,Contrarian,Other contrarian,,,,,,,,,,,,,,,,,,,,,,,,,,106,4822,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 3: Active learning sample (claim 4),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,109,HOUSE,Committee on Energy and Commerce,Energy and Commerce,2005,2005-05-26,The Administration's Clear Skies Initiative,109hhrg99909,witness,Holmstead,mr. holmstead.,654,Today there is no commercially available mercury specific control technology. There are other pollution controls that are designed to reduce sulfur dioxide or nitrogen oxides that accidentally reduce mercury emissions. But what we would like to do with the cap and trade is to create an incentive for people to optimize those controls to develop other controls.,"Holmstead, Hon. Jeffrey R., Assistant Administrator for Air and Radiation, Environmental Protection Agency",Environmental Protection Agency,Civil Servants/Public Officials,Other,Government Officials,Government Officials,0.0,,Contrarian,Other contrarian,,,,,,,,,,,,,,,,,,,,,,,,,,57,4823,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,109,HOUSE,Committee on Energy and Commerce,Energy and Commerce,2005,2005-05-26,The Administration's Clear Skies Initiative,109hhrg99909,witness,Holmstead,mr. holmstead.,655,"And one of the things, one of the great features of the Cap and Trade Program is that with so much mercury coming from overseas, if we can be the leaders in creating incentives for the development with the cost effective control technology, then maybe other countries will adopt it. Right now we are the only country in the world to require mercury controls. But through this Cap and Trade Program, we are confident that over time you will see the development of much better, much more cost effective controls that we hope can then be exported to reduce this global background that comes in from all over the world.","Holmstead, Hon. Jeffrey R., Assistant Administrator for Air and Radiation, Environmental Protection Agency",Environmental Protection Agency,Civil Servants/Public Officials,Other,Government Officials,Government Officials,0.0,,Contrarian,Other contrarian,,,,,,,,,,,,,,,,,,,,,,,,,,110,4824,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 3: Active learning sample (claim 4),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,109,HOUSE,Committee on Energy and Commerce,Energy and Commerce,2005,2005-05-26,The Administration's Clear Skies Initiative,109hhrg99909,witness,Holmstead,mr. holmstead.,669,"No, but there is mercury specific control technology that people are trying to adapt for power plants.","Holmstead, Hon. Jeffrey R., Assistant Administrator for Air and Radiation, Environmental Protection Agency",Environmental Protection Agency,Civil Servants/Public Officials,Other,Government Officials,Government Officials,0.0,,Contrarian,Other contrarian,,,,,,,,,,,,,,,,,,,,,,,,,,17,4838,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,109,SENATE,Committee on Environment and Public Works,Environment and Public Works,2005,2005-10-05,Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases,109shrg37444,witness,Lawson,lord lawson.,496,"Mr. Chairman and gentlemen, Senators, thank you very much indeed for your invitation. I am greatly honored to appear before you.","Lawson of Blaby, Lord Nigel, House of Lords, United Kingdom","House of Lords, United Kingdom",International/Intergovernmental,Other,Other,International/Intergovernmental,0.0,,Contrarian,Denialist,,,,,,,,,,,,,,,,,,,,,,,,,,21,6199,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,109,SENATE,Committee on Environment and Public Works,Environment and Public Works,2005,2005-10-05,Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases,109shrg37444,witness,Lawson,lord lawson.,497,"Let me tell you, since I am not a local figure, perhaps by way of background who I am. I am a member of the House of Lords, as you mentioned. I was a member of the Economic Affairs Committee for the House of Lords which produced the report on the economics of climate change, which is the reason I assume that you have asked me here today.","Lawson of Blaby, Lord Nigel, House of Lords, United Kingdom","House of Lords, United Kingdom",International/Intergovernmental,Other,Other,International/Intergovernmental,0.0,,Contrarian,Denialist,,,,,,,,,,,,,,,,,,,,,,,,,,68,6200,,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,109,SENATE,Committee on Environment and Public Works,Environment and Public Works,2005,2005-10-05,Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases,109shrg37444,witness,Lawson,lord lawson.,498,"I might point out about that report that it was an all- party committee and the report was unanimous. We didn't have any votes, it was unanimously agreed by the conservative members, the labor members and the liberal members.","Lawson of Blaby, Lord Nigel, House of Lords, United Kingdom","House of Lords, United Kingdom",International/Intergovernmental,Other,Other,International/Intergovernmental,0.0,,Contrarian,Denialist,,,,,,,,,,,,,,,,,,,,,,,,,,39,6201,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,109,SENATE,Committee on Environment and Public Works,Environment and Public Works,2005,2005-10-05,Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases,109shrg37444,witness,Lawson,lord lawson.,499,"Just to put my cards on the table, my only business interest is that I am chairman of a private company called Central Europe Trust Company, which is engaged in advisory work and private equity in what Secretary Rumsfeld has called the New Europe, the former communist countries of Central and Eastern Europe.","Lawson of Blaby, Lord Nigel, House of Lords, United Kingdom","House of Lords, United Kingdom",International/Intergovernmental,Other,Other,International/Intergovernmental,0.0,,Contrarian,Denialist,,,,,,,,,,,,,,,,,,,,,,,,,,53,6202,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109,SENATE,Committee on Environment and Public Works,Environment and Public Works,2005,2005-10-05,Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases,109shrg37444,witness,Lawson,lord lawson.,505,"I have, of course, as a minister, been frequently called upon, as all ministers and all governments are called upon to do, to take decisions on the basis of expert advice, whether it is scientific advice or other kinds of expert advice. I have some experience at assessing that sort of advice, but I make no pretensions to being a scientist or a scientific expert.","Lawson of Blaby, Lord Nigel, House of Lords, United Kingdom","House of Lords, United Kingdom",International/Intergovernmental,Other,Other,International/Intergovernmental,0.0,,Contrarian,Denialist,,,,,,,,,,,,,,,,,,,,,,,,,,65,6208,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,109,SENATE,Committee on Environment and Public Works,Environment and Public Works,2005,2005-10-05,Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases,109shrg37444,witness,Lawson,lord lawson.,507,"Growth in carbon dioxide emissions does enhance the greenhouse effect. That does, other things being equal, lead to a warming of global temperatures. Other things being equal, of course, is necessary to say, but it throws up a whole lot of questions, which I don't have the competence to go into. Also, I think it is clear that as economic growth continues, other things being equal, again, these emissions are going to increase.","Lawson of Blaby, Lord Nigel, House of Lords, United Kingdom","House of Lords, United Kingdom",International/Intergovernmental,Other,Other,International/Intergovernmental,0.0,,Contrarian,Denialist,,,,,,,,,,,,,,,,,,,,,,,,,,73,6210,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,109,SENATE,Committee on Environment and Public Works,Environment and Public Works,2005,2005-10-05,Kyoto Protocol: Assessing the Status of Efforts to Reduce Greenhouse Gases,109shrg37444,witness,Lawson,lord lawson.,508,"So there is a problem there, but its magnitude is extremely difficult. Nevertheless, it is a problem and it has to be addressed.","Lawson of Blaby, Lord Nigel, House of Lords, United Kingdom","House of Lords, United Kingdom",International/Intergovernmental,Other,Other,International/Intergovernmental,0.0,,Contrarian,Denialist,,,,,,,,,,,,,,,,,,,,,,,,,,23,6211,cc8171c7-a3df-4093-95e8-306aebed8453,Batch 1: Random sample,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
